dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-409,ARTE-JEWEL SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,ARTEX,ARTEX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3342.26,0,52.32,3342.26,25218.62316,0,16994.69811,4800,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,16994.69811,0.673894764,0.19033553,0,null,null,35:10.0
CN-438,OTIS CAN XXX WHS,TSC,高科技/备件物流/化工行业事业部,OTISX,OTISX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,35.41,0,35.41,0,35.41,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,35.41,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-256,MICHELIN SZV XXX WHS,Auto,汽车行业事业部,MICHE,MICHE,6374,202108,202103,2021,219,1421,29337,29337,0,0,3229,5999,114324,83729,0,0,null,null,null,null,null,2395,621,827008.51,32493.75,33162.75,7,278.79,0,278.79,0,223.73,55.06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.854040972,1,38.4537931,null,null,null,0.37586288,0.62413712,0,null,null,null,0,null,35:10.0
CN-454,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,48,48,0,0,48,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,16,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-091,KLA-TENCOR PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,115.24,0,115.24,0,55.41,59.83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,41.90545455,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-253,WEIFU NGB XXX WHS,EM,工业与制造行业事业部,WEIFT,WEIFT,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,3349.99,2482.13,867.86,0,3349.99,0,103729.2,44157.8,302.76,59571.4,310574.7156,0,198220.3185,-1423.66,0,0,0,0,null,null,null,null,null,0.25906346,291.3034783,30.96403273,17.79028496,68.64171641,null,null,198220.3185,0.638237141,-0.004583953,0,59.17042095,null,35:10.0
CN-247,STARBUCKS CTU XXX WHS,CR,快消/零售行业事业部,STARB,STARB,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,330.9,0,330.9,0,330.9,0,81005.92,0,395.22,81005.92,null,null,null,null,null,null,null,null,null,null,null,null,null,1,94.54285714,244.8048353,null,244.8048353,null,null,0,null,null,null,0,null,35:10.0
CN-330,HERSHEY SHA KQ0 PKG,CR,快消/零售行业事业部,HERSH,HERSH,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,377.13,247,130.13,0,377.13,0,null,null,null,null,257547.8113,0,0,257547.8113,0,0,0,0,null,null,null,null,null,0.34505343,26.93785714,null,null,null,null,null,0,0,1,0,0,null,35:10.0
CN-032,HERSHEYS SHA KQ0 WHS,CR,快消/零售行业事业部,HERSH,HERSH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2496.31,1529,967.31,0,2496.31,0,212130.62,56466.63,4304.91,155663.99,null,null,null,null,null,null,null,null,null,null,null,null,null,0.387495944,235.871811,84.97767505,36.93043165,160.9246157,null,null,0,null,null,null,0,null,35:10.0
CN-192,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,3984.01,3660,324.01,0,3940.16,43.85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.081327607,147.947321,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-232,FORD HRB XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,216.35,0,216.35,0,216.35,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,216.35,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-419,LINDT SHA KQ0 PKG,CR,快消/零售行业事业部,LINDT,LINDT,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1529.45,510,1019.45,0,1310.13,219.32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.666546798,264.0122024,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD008,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,2457.4,200.88,2256.52,0,2281.4,176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.918255066,268.2373239,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD020,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,480.26,0,480.26,0,480.26,0,17123.68,0,110.91,17123.68,null,null,null,null,null,null,null,null,null,null,null,null,null,1,188.6735714,35.6550202,null,35.6550202,null,null,0,null,null,null,0,null,35:10.0
CN-181,HAIER TAO XXX WHS,TSC,高科技/备件物流/化工行业事业部,HAIER,HAIER,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,530.35,0,530.35,0,530.35,0,98853.42,0,237563.95,98853.42,497216.044,0,0,0,0,497216.044,0,0,null,null,null,null,null,1,95.63688525,186.3927972,null,186.3927972,null,null,497216.044,1,0,0,937.5243593,null,35:10.0
TD009,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,536.82,0,536.82,0,385.44,151.38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,209.6953125,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-204,CYTIVA SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,GEMED,GEMED,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,383.46,220.1,163.36,0,359.3,24.16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.426015751,31.09135135,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-285,SOLVAY SHA CL0 WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42352.455,0,4552.455,31000,0,0,6000,800,null,null,null,null,null,null,null,null,null,null,null,null,4552.455,0.107489755,0.731952847,0.018889106,null,null,14:09.0
CN-449,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,1356.53,1356.53,0,0,1356.53,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,322.9833333,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD014,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,863.27,0,863.27,0,863.27,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,177.4947664,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-119,ASML SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,624.78,25.55,554.43,44.8,587.53,37.25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.887400365,35.70171429,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-227,ASML XNM XXX WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,216.12,0,216.12,0,216.12,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,34.5792,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-278,MARS CTU BTS PKG,CR,快消/零售行业事业部,MARSX,MARSX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2677.32,2036.96,640.36,0,2677.32,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.239179478,249.4993548,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD007,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,826.44,418.29,408.15,0,774.1,52.34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.493865253,38.43906977,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD027,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,332.6,0,332.6,0,332.6,0,37105.25,0,856.4,37105.25,null,null,null,null,null,null,null,null,null,null,null,null,null,1,179.7837838,111.5611846,null,111.5611846,null,null,0,null,null,null,0,null,35:10.0
CN-075,VOLVO SHA YX0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32,1560.14,1161,399.14,0,1550.66,9.48,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.255836015,48.00430769,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-309,BMW1 SHA LG0 WHS,Auto,汽车行业事业部,BMWXX,BMWXX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,972.77,0,972.77,0,972.77,0,154459.87,0,64893.58,154459.87,1449886.972,625893.3962,801492.6321,22500.9434,0,0,0,0,null,null,null,null,null,1,205.3625556,158.783546,null,158.783546,null,null,801492.6321,0.55279663,0.015519102,0,823.9281969,null,35:10.0
CN-032,HERSHEYS SHA KQ0 WHS,CR,快消/零售行业事业部,HERSH,HERSH,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,3138.34,1959,1179.34,0,3138.34,0,null,null,null,null,1256918.432,0,95671.72642,1161246.705,0,0,0,0,null,null,null,null,null,0.37578465,300.2732716,null,null,null,null,null,95671.72642,0.076116098,0.923883902,0,30.48481886,null,14:09.0
CN-106,FORD CGO XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,638.78,506.48,132.3,0,621.45,17.33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.20711356,37.57529412,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-396,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,11803.72,6005,5459.72,339,10947.47,856.25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.462542317,315.7821771,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-446,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,571.5,571.5,0,0,571.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,35.16923077,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-036,H3C SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1623.4,242.14,962.26,419,1623.4,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.592743624,254.9842932,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-234,PERNOD-CAP SHA CL0 WHS,CR,快消/零售行业事业部,PERNO,PERNO,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2950.14,1828.97,812.8,308.37,2950.14,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.275512349,288.8248951,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-253,WEIFU NGB XXX WHS,EM,工业与制造行业事业部,WEIFT,WEIFT,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,486.45,361.27,125.18,0,486.45,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.257333744,48.645,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD036,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,485.09,0,485.09,0,343.53,141.56,72694.61,0,310.74,72694.61,null,null,null,null,null,null,null,null,null,null,null,null,null,1,168.2965306,149.8579851,null,149.8579851,null,null,0,null,null,null,0,null,35:10.0
CN-075,VOLVO SHA YX0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,13444.82,10295,3149.82,0,13230.98,213.84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.234277588,331.3864085,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-262,LAM NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,757.04,0,757.04,0,757.04,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,195.6395506,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-405,ASML Tianjin WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,25.86,0,25.86,0,25.86,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,25.86,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD001,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,947.19,0,947.19,0,947.19,0,144611.69,0,1363.88,144611.69,null,null,null,null,null,null,null,null,null,null,null,null,null,1,201.1730973,152.6744265,null,152.6744265,null,null,0,null,null,null,0,null,35:10.0
CN-218,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,57.02,0,57.02,0,57.02,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,38.01333333,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-419,LINDT SHA KQ0 PKG,CR,快消/零售行业事业部,LINDT,LINDT,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,175.66,66,109.66,0,163.26,12.4,null,null,null,null,569793.0864,0,524761.0864,45032,0,0,0,0,null,null,null,null,null,0.624274166,36.98105263,null,null,null,null,null,524761.0864,0.920967802,0.079032198,0,2987.368134,null,35:10.0
TD021,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,22.77,0,22.77,0,0,22.77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,22.77,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-231,AZ WUX XXX WHS,LSH,生命科学与医疗行业事业部,AZXXX,AZXXX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63,13237.26,2484.14,10753.12,0,13237.26,0,790673.73,74505.13,6128.74,716168.6,1771195.745,0,0,300000,0,1471195.745,0,0,null,null,null,null,null,0.812337296,209.4503165,59.7309209,29.9923233,66.6010051,null,null,1471195.745,0.830622899,0.169377101,0,111.1405038,null,35:10.0
CN-237,LAM DLC XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1715.44,0,1715.44,0,1715.44,0,null,null,null,null,129844.5755,0,19726.41509,48396.22642,0,6650.943396,0,0,null,null,null,null,null,1,336.5736709,null,null,null,null,null,26377.35849,0.203145633,0.372724284,0,15.37643898,null,14:09.0
TD010,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,24.86,0,24.86,0,24.86,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,24.86,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-215,MB SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,MBXXX,MBXXX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,236.21,0,236.21,0,236.21,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,236.21,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-316,LUCKIN-EQU SHA XXX WHS,CR,快消/零售行业事业部,LUCKI,LUCKI,6395,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1577,5754,26951,0,581,2,55.62,0,55.62,0,31.57,24.05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,23.83714286,null,null,null,0.246637998,0.753362002,0,null,null,null,0,null,35:10.0
CN-071,UNISYS PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,UNISY,UNISY,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18460.0566,0,0,18460.0566,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,0,null,null,14:09.0
TD002,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,8,0,8,0,8,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,8,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CATC009,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1657,0,1657,0,1657,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,266.6436782,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-382,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,241.64,133.5,108.14,0,216.49,25.15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.447525244,34.52,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-435,SKF SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SKFSH,SKFSH,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62,17388.86,15200,2188.86,0,17388.86,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.125877142,280.1739397,null,null,null,null,null,0,null,null,null,0,null,14:09.0
HK-015,FRED-PERRY HKG MTL WHS,null,null,FRED1,FRED1,null,202106,202102,2021,42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33774.04,0,0,33774.04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,35:10.0
CN-118,GARRETT SHA CL0 WHS,EM,工业与制造行业事业部,HONEY,HONEY,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,831.36,676.5,154.86,0,831.36,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.186273095,36.14608696,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-365,BLUEFOCUS SHA XXX WHS,CR,快消/零售行业事业部,OTYPE,OTYPE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,264.41,138,126.41,0,247,17.41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.47808328,39.17185185,null,null,null,null,null,0,null,null,null,0,null,35:10.0
