dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-368,HORMEL PEK XXX WHS,TD,运输产品部,HOMEL,HOMEL,4641,202107,202103,2021,19,380,23025,23025,null,null,482,1108,33968,33968,453.7695,195788.9646,355,0,30503,0,0,407,0,37059.17241,0,0,1,341.94,0,341.94,0,195.2,146.74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.475266015,1,188.9668421,null,null,null,0.087874938,0.912125062,0,null,null,null,0,null,14:09.0
TD004,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,7.45,0,7.45,0,7.45,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,7.45,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD005,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,406.32,0,406.32,0,406.32,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,220.09,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CATC006,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,618.03,0,618.03,0,618.03,0,81639.1,0,870.88,81639.1,null,null,null,null,null,null,null,null,null,null,null,null,null,1,197.7696,132.0956911,null,132.0956911,null,null,0,null,null,null,0,null,35:10.0
CN-293,JLR CKG XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,622.24,589.92,32.32,0,622.24,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.051941373,38.89,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-295,GE PEK XXX WHS,EM,工业与制造行业事业部,GEABP,GEABP,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,732.87,382.5,350.37,0,732.87,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.478079332,193.7472414,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-410,KL-LUBE PEK XXX WHS,ZQ,政企行业事业部,KLRHY,KLRHY,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,4015.5,3802.5,213,0,3898.5,117,0,0,null,0,721847.3245,0,636454.9811,60849.0566,0,0,0,24543.28679,null,null,null,null,null,0.053044453,153.7466216,0,0,0,null,null,636454.9811,0.881703041,0.084296297,0.034000662,158.4995595,null,35:10.0
CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,5556.53,4492.52,1064.01,0,5350.41,206.12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.191488213,320.7893608,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-409,ARTE-JEWEL SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,ARTEX,ARTEX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28895.50805,0,21320.75472,4800,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,21320.75472,0.737857063,0.166115785,0,null,null,14:09.0
TD038,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1201.4,163.08,1038.32,0,1201.4,0,135108.09,6230.86,775.22,128877.23,null,null,null,null,null,null,null,null,null,null,null,null,null,0.864258365,189.6947368,112.458873,38.20738288,124.1209165,null,null,0,null,null,null,0,null,35:10.0
TD040,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,609.03,0,609.03,0,609.03,0,98853.42,0,237563.95,98853.42,null,null,null,null,null,null,null,null,null,null,null,null,null,1,97.09173913,162.312891,null,162.312891,null,null,0,null,null,null,0,null,35:10.0
CN-371,null,null,null,null,null,583,202106,202102,2021,69,184,292005,291973,311911.6856,51.5177,2288,15389,312677,310259,294069.4883,null,68,877,55331,0,17862,53,587,54681.33333,0,17621.96667,2,293.52,0,293.52,0,293.52,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.062629079,1,117.408,null,null,null,0.091366495,0.908633505,0,null,null,null,0,null,35:10.0
CN-453,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,360.95,191.95,169,0,191.95,169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.468208893,193.0662791,null,null,null,null,null,0,null,null,null,0,null,14:09.0
HK-019,HP HKG ITL WHS,null,null,HPIPS,HPIPS,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,183.5,0,183.5,0,183.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,183.5,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-064,SOLVAY SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1015.97,373.5,642.47,0,930.71,85.26,99134.04,12407.5,591.01,86726.54,246831.4543,0,87757.63689,118791.229,0,1562.16,1132,37588.42849,null,null,null,null,null,0.632371035,166.4088793,97.57575519,33.21954485,134.9892446,null,null,89319.79689,0.361865537,0.481264551,0.152283786,87.91578185,null,35:10.0
CN-192,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,238,33098.94,30626,2472.94,0,32860.63,238.31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.074713571,138.8916139,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-216,SGMW-PDC CKG XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,5364.07,4473.28,890.79,0,5364.07,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.166066066,254.5660339,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD001,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,583.76,447.95,135.81,0,583.76,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.232646978,47.65387755,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CATC014,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1061.37,0,1061.37,0,1061.37,0,121790.61,0,804.36,121790.61,null,null,null,null,null,null,null,null,null,null,null,null,null,1,151.6242857,114.7484949,null,114.7484949,null,null,0,null,null,null,0,null,35:10.0
CN-069,TYCO-ELECT FUO XXX WHS,TSC,高科技/备件物流/化工行业事业部,TYCOT,TYCOT,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29,8246.43,6064.5,2181.93,0,8246.43,0,383216.88,198521.41,88040.07,184695.47,732164.8539,0,353694.1038,210038.2041,0,119981,36635.23,11816.31604,null,null,null,null,null,0.264590859,278.5956081,46.47064002,32.73500041,84.64775222,null,null,473675.1038,0.646951436,0.286872831,0.016138874,57.44001996,null,35:10.0
CN-314,SGMW-PDC XIY XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,265.2,238.73,26.47,0,265.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.099811463,24.8625,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-292,JLR FUO XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,6046.32,5274.34,771.98,0,6046.32,0,291930.25,189591.92,29961.42,102338.33,430201.7075,0,347219.0377,26646.9717,0,19347.41509,36988.28302,0,null,null,null,null,null,0.127677662,243.4759732,48.28230229,35.94609373,132.566038,null,null,366566.4528,0.852080423,0.061940646,0,60.6263732,null,35:10.0
CN-293,JLR CKG XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,5082.8,4579.58,503.22,0,5082.8,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.099004486,304.7713733,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-326,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,259.19,0,259.19,0,259.19,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,192.3022581,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD040,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1522.9,0,1522.9,0,1522.9,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,247.7006024,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-086,DELL CAN HD0 WHS,TSC,高科技/备件物流/化工行业事业部,DELLS,DELLS,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1544.04,300.27,1243.77,0,1544.04,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.805529649,250.9065,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-325,SKF SHA CL0 WHS,TSC,高科技/备件物流/化工行业事业部,SKFCN,SKFCN,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1445.85,916.54,529.31,0,1445.85,0,105743.14,39781.84,56646.48,65961.3,579630.1045,0,318786.6194,227754.9151,0,0,0,0,null,null,null,null,null,0.366089152,258.958209,73.13562264,43.4043686,124.6175209,null,null,318786.6194,0.549982854,0.39293148,0,220.4838811,null,35:10.0
TD020,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,616.87,0,616.87,0,616.87,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,233.4102703,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-284,KLA-TENCOR NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,416.2,0,416.2,0,416.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,212.7244444,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-374,null,null,null,null,null,3,202108,202103,2021,2,27,16706,16706,17189.4288,5.0955,55,744,12439,12439,12281.7946,null,null,null,null,null,null,2,334,95625.75,0,3109.75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.744582785,null,null,null,null,null,0.916666667,0.083333333,0,null,null,null,null,null,35:10.0
TD013,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1831.98,0,1831.98,0,1831.98,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,242.1118943,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-273,ERICSSON NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,ERICS,ERICS,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2397.85,0,2397.85,0,2234.66,163.19,367193.78,0,3368.86,367193.78,4666371.984,246000,1265691.066,2143615.88,0,78130,127638,805297.0377,null,null,null,null,null,1,212.5753546,153.1345914,null,153.1345914,null,null,1343821.066,0.287979842,0.459375268,0.172574548,560.4274938,null,35:10.0
CN-396,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32,1342.74,710,608.24,24.5,1273.68,69.06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.452984196,41.31507692,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD013,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,129.21,0,129.21,0,129.21,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,22.80176471,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD041,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,16.84,0,16.84,0,16.84,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,8.42,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-153,ERICSSON CAN HP0 WHS,TSC,高科技/备件物流/化工行业事业部,ERISL,ERISL,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,3548.58,2461.51,1087.07,0,3548.58,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.306339437,324.5014159,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-368,HORMEL PEK XXX WHS,TD,运输产品部,HOMEL,HOMEL,4641,202108,202103,2021,6,134,13743,13743,null,null,76,192,5365,5365,50.8827,28991.1048,null,null,null,null,null,417,0,36280.75,0,0,2,53.92,0,53.92,0,28.24,25.68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.390380557,1,26.96,null,null,null,0.090012928,0.909987072,0,null,null,null,0,null,35:10.0
CN-454,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,433,433,0,0,433,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,235.326087,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-368,HORMEL PEK XXX WHS,TD,运输产品部,HOMEL,HOMEL,4641,202106,202102,2021,24,393,27712,27712,null,null,91,179,6257,6257,52.4895,34923.142,391,0,37626,0,0,421,0,40779.73333,12.6,12.6,1,148.2,0,148.2,0,85.15,63.05,22174.62,0,152.12,22174.62,null,null,null,null,null,null,null,null,null,null,null,null,0.225786663,1,82.33333333,149.6263158,null,149.6263158,0.090921497,0.909078503,0,null,null,null,0,null,35:10.0
CN-254,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,689.44,0,689.44,0,509.29,180.15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,208.6463158,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-279,HUAWEI-MAI DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,495.89,264,231.89,0,495.89,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.467623868,308.5537778,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-321,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,20.33,20.33,0,0,20.33,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,10.165,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-417,OTIS Shanghai,TSC,高科技/备件物流/化工行业事业部,OTISX,OTISX,7,202108,202103,2021,2,2,101000,101000,null,null,null,null,null,null,null,null,null,null,null,null,null,11,1,105510.3333,0,0.666666667,10,249.8,222.5,27.3,0,249.8,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0.10928743,24.98,null,null,null,1.571428571,-0.571428571,0,null,null,null,0,null,35:10.0
CN-448,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,62.5,62.5,0,0,62.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,35.71428571,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD033,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,215.72,0,215.72,0,215.72,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,29.41636364,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-390,DKSH SHA KQ0 PKG,CR,快消/零售行业事业部,DKSHX,DKSHX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,433.37,0,433.37,0,433.37,0,null,null,null,null,4417.931698,0,1788.214717,2629.716981,0,0,0,0,null,null,null,null,null,1,226.106087,null,null,null,null,null,1788.214717,0.404762871,0.595237129,0,4.126300198,null,14:09.0
CN-402,LAM WUH XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1899.43,765.02,1134.41,0,1899.43,0,132236.65,33515.87,541.06,98720.78,354664.6226,137241.5094,49193.39623,47547.16981,0,12264.15094,0,0,null,null,null,null,null,0.597237066,246.4125405,69.61912258,43.8104494,87.02389789,null,null,61457.54717,0.173283556,0.134062342,0,32.35578419,null,35:10.0
CN-075,VOLVO SHA YX0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32,9308.19,7123.5,2184.69,0,9161.41,146.78,489705.04,220637.42,145995.45,269067.62,2634622.641,0,737257.0462,1652925.16,0,7790.556604,24174.86792,212475.0094,null,null,null,null,null,0.23470621,283.858399,52.61012506,30.97317611,123.1605491,null,null,745047.6028,0.282791012,0.627385924,0.080647227,80.04215673,null,35:10.0
CN-402,LAM WUH XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,318.43,151.5,166.93,0,318.43,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.524228245,43.92137931,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD042,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,441.33,26.49,414.84,0,416.34,24.99,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.939976888,36.02693878,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-163,ZEBRA SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,ZEBRA,ZEBRA,3540,202107,202103,2021,304,272,71325,71325,0,0,540,832,330486,330456,0,0,1105,1675,1369826,0,32573,1214,1775,1377735.789,0,18350.57895,23,6497.24,4909,1588.24,0,6497.24,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.633101998,0.244448412,273.6746958,null,null,null,0.342967588,0.657032412,0,null,null,null,0,null,14:09.0
CN-167,LEXMARK SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,LEMAR,LEMAR,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,27.78,0,27.78,0,27.78,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,27.78,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-227,ASML XNM XXX WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1866.1,0,1866.1,0,1866.1,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,278.1206731,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-401,TIANMA SHA XXX WHS,GSC,综合供应链事业部,TIANM,TIANM,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4965.04,0,16.93,4965.04,605849.0566,0,605849.0566,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,605849.0566,1,0,0,null,null,35:10.0
TD030,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,50.55,0,50.55,0,50.55,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,25.275,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-074,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,134.35,74.85,40.9,18.6,134.35,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.304428731,16.79375,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-177,FUJI-XEROX CKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,FUJIX,FUJIX,272,202108,202103,2021,5,4,4,4,2394.84,215,146,null,null,null,null,null,null,null,null,null,null,158,0,92862.5,0,0,1,28.2,0,28.2,0,28.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,28.2,null,null,null,0.581801471,0.418198529,0,null,null,null,0,null,35:10.0
CN-414,BMW SZV XXX WHS,EM,工业与制造行业事业部,BMWIM,BMWIM,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,16,16,0,0,16,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,16,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-291,JLR PEK XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,111.64,0,111.64,0,111.64,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,30.44727273,null,null,null,null,null,0,null,null,null,0,null,35:10.0
